@relation 'twitter_spam_data'
@attribute LenghtOfProfileName NUMERIC
@attribute LenghtOfProfileDescription NUMERIC
@attribute NumberOfFollowings NUMERIC
@attribute NumberOfFollowers NUMERIC
@attribute NumberOfTweetsPost NUMERIC
@attribute AgeOfTheUserAccount NUMERIC
@attribute RatioOfNumberOfFollowingsAndFollowers NUMERIC
@attribute ReputationOfTheUser NUMERIC
@attribute FollowingRate NUMERIC
@attribute NumberOfWords NUMERIC
@attribute NumberOfCharacters NUMERIC
@attribute NumberOfCapitalizationCharacter NUMERIC
@attribute NumberOfCapitalizationWordPerWord NUMERIC
@attribute MaxWordLenght NUMERIC
@attribute MeanWordLenght NUMERIC
@attribute NumberOfExclamationMark NUMERIC
@attribute NumberOfQuestionMark NUMERIC
@attribute NumberOfURL NUMERIC
@attribute URLPerWord NUMERIC
@attribute NumberOfHashtag NUMERIC
@attribute HashtagPerWord NUMERIC
@attribute NumberOfMention NUMERIC
@attribute MentionPerWord NUMERIC
@attribute NumberOfSpamWord NUMERIC
@attribute SpamWordPerWord NUMERIC
@ATTRIBUTE class {spam,legitimate}
@data 
13,4,55,10316,10166,296,187.56,0.99,0.19,14,134,1,0.07,36,0,0,0,1,0.07,0,0.0,1,0.07,0,0.0,%%%%%%%%%refreshing and entertaining, go checkout the most downloaded song on notjustok "my helper by @iam_drpaul

https://t.co/42Pub52f55 ....
7,40,77,156,15403,1096,2.03,0.67,0.07,20,137,5,0.25,23,0,0,0,0,0.0,0,0.0,1,0.05,0,0.0,%%%%%%%%%RT @minsugloss: min yoongi its okay its all yours and many more to come
you deserve everything for your hard work https://t.co/738fWAPrgl
9,4,4996,1931,1539,31,0.39,0.28,161.16,14,134,4,0.29,36,0,0,0,1,0.07,0,0.0,1,0.07,0,0.0,%%%%%%%%%refreshing and entertaining, go checkout the most downloaded song on notjustok "my helper by @iam_drpaul

https://t.co/IMFuxyQ5ox ....
9,39,307,382,26946,1724,1.24,0.55,0.18,26,140,9,0.35,15,0,0,0,0,0.0,0,0.0,1,0.04,0,0.0,%%%%%%%%%RT @ManUtd: Mata: "The fans have had a difficult season - hopefully we can get in the top four and win the FA Cup for them." https://t.co/m…
14,155,91,234,6870,89,2.57,0.72,1.02,14,103,10,0.71,23,0,0,0,0,0.0,1,0.07,0,0.0,1,0.07,%%%%%%%%%Surveillance camera 754 - Indochine Sud - Saturday 07 May 2016 at 14:01 #Nantes https://t.co/BLB9zwazHc
12,22,975,1089,24860,2288,1.12,0.53,0.43,21,140,103,4.9,13,0,0,0,0,0.0,0,0.0,1,0.05,0,0.0,%%%%%%%%%RT @twerkyzarry: ZAYN LEFT THE BAND AND THE FANDOM'S STILL CONFUSED IF IT'S JAVADD JAWADD JAVAAD JAWAAD JAWEED JALEFT JARIGHT JADONTLEAVE J…
15,151,1212,1382,2529,703,1.14,0.53,1.72,12,121,16,1.33,23,0,0,1,1,0.08,3,0.25,0,0.0,0,0.0,%%%%%%%%%How big has the impact of #CAD been on the #construction industry? - https://t.co/WdyF52CcRN #BIM https://t.co/Y0qz6DuVvG
15,64,4987,1485,2663,35,0.3,0.23,142.49,14,134,3,0.21,36,0,0,0,1,0.07,0,0.0,1,0.07,0,0.0,%%%%%%%%%refreshing and entertaining, go checkout the most downloaded song on notjustok "my helper by @iam_drpaul

https://t.co/aZJ1zBc9ak ....
11,4,4987,1663,1663,35,0.33,0.25,142.49,14,134,4,0.29,36,0,0,0,1,0.07,0,0.0,1,0.07,0,0.0,%%%%%%%%%refreshing and entertaining, go checkout the most downloaded song on notjustok "my helper by @iam_drpaul

https://t.co/B4Lqc2QnoG ....
9,131,255,211,847,439,0.83,0.45,0.58,7,67,5,0.71,23,0,0,1,0,0.0,1,0.14,0,0.0,0,0.0,%%%%%%%%%What is wrong with his noise? #Battlefield1 https://t.co/SbYcmpeP21
13,141,1562,785,1715,2003,0.5,0.33,0.78,9,114,18,2.0,23,0,1,0,1,0.11,3,0.33,0,0.0,0,0.0,%%%%%%%%%#Lastminute #Mothersday #deals - Up to 80% OFF plus FREE Shipping! https://t.co/G7Pw4S8Ipe https://t.co/9l0Q9hSxyT
15,156,178,224,1369,1167,1.26,0.56,0.15,10,140,9,0.9,23,0,0,0,1,0.1,2,0.2,1,0.1,0,0.0,%%%%%%%%%RT @woodcouncil: Advancing tall wood buildings helps lower cost of construction. https://t.co/irm6WZuSoo #buildwithwood #TimberInnovationAct
8,131,274,90420,59066,2658,330.0,1.0,0.1,14,99,8,0.57,23,0,0,0,1,0.07,0,0.0,0,0.0,0,0.0,%%%%%%%%%New Post has been published on FactPile - New Post has been published on... https://t.co/xnYym7Fdep
9,123,474,190,1217,1125,0.4,0.29,0.42,15,122,7,0.47,23,0,1,0,1,0.07,2,0.13,0,0.0,1,0.06,%%%%%%%%%Bring on the #weekend! Why not see what Saturday holds for you with Lifereaders daily #horoscope : https://t.co/x2fxYkgSHk
14,75,154,117,1898,1305,0.76,0.43,0.12,20,137,5,0.25,12,0,0,0,0,0.0,0,0.0,2,0.1,0,0.0,%%%%%%%%%@a_siab @BushraGohar learn some lessons of true democratic culture too. We still try to malign UK politics for our own ego's satisfaction
12,37,94,92,1796,20,0.98,0.49,4.7,17,112,2,0.12,16,0,0,0,0,0.0,1,0.06,0,0.0,0,0.0,%%%%%%%%%Man ure will never be the same they're finished, the ship sailed when Ferguson bid his farewell #sorrynotsorry😏
11,4,366,377,3291,671,1.03,0.51,0.55,5,29,0,0.0,8,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,%%%%%%%%%shawty you not wifey material
8,96,97,102,3912,530,1.05,0.51,0.18,13,105,8,0.62,23,0,0,0,1,0.08,0,0.0,0,0.0,0,0.0,%%%%%%%%%Although a major crisis continues to brew beneath the surface,... More for Cancer https://t.co/VLVmkVcDq5
15,83,460,720,5266,1115,1.57,0.61,0.41,6,67,9,1.5,23,0,0,0,0,0.0,0,0.0,1,0.17,1,0.14,%%%%%%%%%RT @CauseWereGuys: Literally every damn day https://t.co/bsySQOz8xt
11,82,828,426,4788,1480,0.51,0.34,0.56,3,24,9,3.0,12,0,0,0,0,0.0,0,0.0,1,0.33,0,0.0,%%%%%%%%%RT @emmi_marie: PROM DAY
7,47,171,581,8920,364,3.4,0.77,0.47,15,117,14,0.93,23,0,0,0,0,0.0,0,0.0,1,0.07,0,0.0,%%%%%%%%%RT @jaehyunbom: Johnny and Ten making fun of Doyoung's signature model pose HAHAHAH 100% sync https://t.co/aqmp9sp1PF
14,148,573,348,4818,1915,0.61,0.38,0.3,5,73,11,2.2,23,0,1,0,1,0.2,1,0.2,1,0.2,0,0.0,%%%%%%%%%RT @onedirection: Weekend vibes = #OTRA memories! https://t.co/9ufwEbNIG5
9,124,128,47,718,1441,0.37,0.27,0.09,18,140,4,0.22,12,0,0,0,0,0.0,0,0.0,1,0.06,0,0.0,%%%%%%%%%RT @EmSlough: wattpad readers: 
*finds typo* 
*laughs @ typo*
*makes joke about typo*
*does nothing to actually helpfully point out typo*
b…
6,12,82,179,7780,245,2.18,0.69,0.33,9,39,1,0.11,6,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,%%%%%%%%%Need to invest in an piggy bank no joke
11,135,829,1031,74338,1704,1.24,0.55,0.49,8,69,5,0.63,23,0,0,0,0,0.0,0,0.0,1,0.13,0,0.0,%%%%%%%%%RT @Lettucedawg: This is my mom who's married https://t.co/hepp6p0orQ
10,106,372,494,9834,623,1.33,0.57,0.6,4,54,10,2.5,23,0,0,4,0,0.0,0,0.0,1,0.25,0,0.0,%%%%%%%%%RT @ltsYourFoodPorn: Mood ???? https://t.co/EEZmpIuygd
6,24,157,709,11554,142,4.52,0.82,1.11,6,49,23,3.83,23,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,%%%%%%%%%SMILING JIKOOK YES I LOVE https://t.co/lvB6dpjRsg
13,39,1862,787,696,1162,0.42,0.3,1.6,6,47,7,1.17,23,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,%%%%%%%%%Me on a spiritual level https://t.co/OMlRLpGqLm
13,106,168,218,578,2460,1.3,0.56,0.07,11,140,17,1.55,23,0,0,0,1,0.09,1,0.09,1,0.09,0,0.0,%%%%%%%%%RT @DailyO_: Remembering the anti-national #RabindranathTagore on his 155th birth anniversary | https://t.co/kiMOvOKWHM https://t.co/BXMafm…
10,12,292,172,1112,926,0.59,0.37,0.32,3,21,4,1.33,10,0,0,0,0,0.0,0,0.0,1,0.33,0,0.0,%%%%%%%%%Lets go @ChelseaFC 🎉
7,90,699,197,627,1832,0.28,0.22,0.38,12,101,6,0.5,18,0,0,0,0,0.0,1,0.08,0,0.0,0,0.0,%%%%%%%%%Consider grabbing something you wouldn't normally read for #FreeComicBookDay. You might be surprised.
15,52,394,262,4323,671,0.66,0.4,0.59,5,73,11,2.2,23,0,1,0,1,0.2,1,0.2,1,0.2,0,0.0,%%%%%%%%%RT @onedirection: Weekend vibes = #OTRA memories! https://t.co/9ufwEbNIG5
8,156,1020,806,11725,1644,0.79,0.44,0.62,19,140,10,0.53,20,0,0,0,0,0.0,0,0.0,1,0.05,0,0.0,%%%%%%%%%RT @Campaign_Trump: Hannity: "I’m not ready to support Speaker Ryan anymore. I’m thinking we maybe need a new speaker." https://t.co/cjK7ai…
7,52,1795,2304,77115,1491,1.28,0.56,1.2,5,73,11,2.2,23,0,1,0,1,0.2,1,0.2,1,0.2,0,0.0,%%%%%%%%%RT @onedirection: Weekend vibes = #OTRA memories! https://t.co/9ufwEbNIG5
11,37,205,134,9761,155,0.65,0.4,1.32,9,51,0,0.0,7,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,%%%%%%%%%jimin finally stopped crying habibi i hope hes okay
11,80,274,125,487,458,0.46,0.31,0.6,9,37,2,0.22,6,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,%%%%%%%%%I miss you but I'll try to ignore you
11,17,951,1525,64529,1424,1.6,0.62,0.67,11,82,4,0.36,23,0,0,0,0,0.0,0,0.0,1,0.09,0,0.0,%%%%%%%%%RT @nayovo_: lady trynna do her nails and she dancing 😂😍 https://t.co/ojrEo7Mes3
9,24,131,184,76168,1760,1.4,0.58,0.07,10,101,43,4.3,23,0,0,0,0,0.0,2,0.2,1,0.1,0,0.0,%%%%%%%%%RT @itsakyo: #phantasiaintaipei YES STANDING AT THE BACK IS WORTH IT #YOONSUN https://t.co/GLiMNqR0nb
12,54,17355,17047,113101,1255,0.98,0.5,13.83,11,60,3,0.27,7,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,%%%%%%%%%Learn from the past. Prepare for the future. Live for today.
13,37,0,49,759,61,2.147483647E9,0.0,0.0,15,132,13,0.87,23,0,1,0,1,0.07,0,0.0,1,0.07,1,0.06,%%%%%%%%%@SidThePreacher Hi siddharth! I'd love to see your unpublished manuscript in our contest: https://t.co/XZsnEjgHUH Best wishes, Linda
8,25,91,608,19907,180,6.68,0.87,0.51,16,132,10,0.63,33,0,0,0,0,0.0,0,0.0,1,0.06,0,0.0,%%%%%%%%%RT @skim1116: Jei... I can't with her. Even though she picked Jinwoo... 
Caps: Banana bread&gt;&gt;&gt;&gt;&gt;&gt;&gt; Juju Teacher
14,5,513,663,4187,753,1.29,0.56,0.68,5,73,11,2.2,23,0,1,0,1,0.2,1,0.2,1,0.2,0,0.0,%%%%%%%%%RT @onedirection: Weekend vibes = #OTRA memories! https://t.co/9ufwEbNIG5
15,8,163,102,52,10,0.63,0.38,16.3,12,99,11,0.92,23,0,0,0,0,0.0,0,0.0,1,0.08,0,0.0,%%%%%%%%%RT @CraziestSex: girls can't even enjoy their hs prom without getting hate. https://t.co/BbCXOsFAHj
15,4,63,600,7366,748,9.52,0.9,0.08,20,140,16,0.8,13,0,0,0,1,0.05,1,0.05,1,0.05,0,0.0,%%%%%%%%%RT @TeamSarun: Watch #iDontWatchTV Episode 2 - That ‘Shit' We Do. A fun and hilarious episode with the chuddi buddies Nakuul and... https:/…
14,103,790,848,73859,2428,1.07,0.52,0.33,13,72,0,0.0,11,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,%%%%%%%%%outdoor graduations on a chilly day 😩 but better than being hot indoors
9,72,226,443,17030,854,1.96,0.66,0.26,10,50,0,0.0,7,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,%%%%%%%%%this type of weather makes it soooo hard to revise
7,75,1047,1208,58847,1446,1.15,0.54,0.72,6,27,1,0.17,8,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,%%%%%%%%%Got bleach on my t shirt...
7,24,32,109,52535,371,3.41,0.77,0.09,6,23,3,0.5,4,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,%%%%%%%%%14dn 8318 LLM dep 17 15
15,21,104,246,8160,1619,2.37,0.7,0.06,22,142,9,0.41,18,0,0,0,0,0.0,0,0.0,1,0.05,0,0.0,%%%%%%%%%RT @iamSAHlL: 🐶The greatness of a nation and it's moral progress can be judged by the way its animals are treated🐶
~Mahatma Gandhi https://…
12,154,3184,3618,15032,1993,1.14,0.53,1.6,13,105,11,0.85,23,0,0,0,1,0.08,0,0.0,1,0.08,0,0.0,%%%%%%%%%RT @jkhoey: "Hustle until you no longer have to introduce yourself." - Lori Cheek https://t.co/QNgSCLdaoS
15,64,608,3247,25216,308,5.34,0.84,1.97,3,45,1,0.33,26,0,0,0,0,0.0,1,0.33,0,0.0,0,0.0,%%%%%%%%%Follow me 💃💆💃💆 #المباحث_بتوزع_فولورز_تاني
13,104,2082,808,15346,1013,0.39,0.28,2.06,10,70,5,0.5,10,0,0,0,0,0.0,0,0.0,1,0.1,0,0.0,%%%%%%%%%RT @HugotDre: Smiling is always easier than explaining why you're sad.
12,21,321,761,33488,1945,2.37,0.7,0.17,3,35,6,2.0,23,0,0,0,1,0.33,0,0.0,0,0.0,0,0.0,%%%%%%%%%Can't wait  https://t.co/O7qbP2WBuT
10,13,130,112,912,1392,0.86,0.46,0.09,16,117,7,0.44,23,0,0,0,0,0.0,0,0.0,1,0.06,0,0.0,%%%%%%%%%RT @shelbyeezus: really couldn't have done it without y'all, I really am blessed by the best. https://t.co/DDSZoxwxyp
15,4,3,2,1282,593,0.67,0.4,0.01,5,50,4,0.8,23,0,0,0,1,0.2,0,0.0,0,0.0,0,0.0,%%%%%%%%%Ugh don't wanna get up󾰴󾬓 https://t.co/36qBSzQoaf
12,28,290,342,3190,1497,1.18,0.54,0.19,7,88,6,0.86,23,0,0,0,0,0.0,1,0.14,1,0.14,0,0.0,%%%%%%%%%RT @mariahcoleman11: Back at it, sneak peak...📽🔥😍 #sadies2016 https://t.co/3YQ0xZrwbd
13,158,1010,2816,140277,1351,2.79,0.74,0.75,7,127,17,2.43,23,0,0,0,1,0.14,3,0.43,0,0.0,0,0.0,%%%%%%%%%Arch by kittima1970 ♫♪ #Travel #WorldTrip #Travel,Sunset,Delicate Arch,Moab via https://t.co/35ffFL1fOc https://t.co/ySS6PfDd1T
14,160,1236,1413,7793,2626,1.14,0.53,0.47,21,140,11,0.52,14,0,0,0,0,0.0,1,0.05,1,0.05,0,0.0,%%%%%%%%%RT @GoldieAZ: Just a reminder of Barney Frank warning us early on about #BernieSanders 

Count me in as one of those "everyone" https://t.c…
10,100,380,469,45034,1832,1.23,0.55,0.21,4,23,1,0.25,7,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,%%%%%%%%%But, today's weather 😍
8,44,932,110,1309,2493,0.12,0.11,0.37,2,21,5,2.5,8,0,0,0,0,0.0,2,1.0,0,0.0,0,0.0,%%%%%%%%%Come on #Chelsea #CFC
12,4,226,130,380,1946,0.58,0.37,0.12,16,112,8,0.5,15,0,0,0,0,0.0,0,0.0,1,0.06,0,0.0,%%%%%%%%%RT @EastBelfastFC: East Belfast 2nds have just went and ended the league as champions and undefeated 👌🔴⚫🔴⚫🔴⚫
9,4,77,66,2739,602,0.86,0.46,0.13,9,108,15,1.67,23,0,0,0,1,0.11,0,0.0,1,0.11,0,0.0,%%%%%%%%%RT @MarketWatch: Warning: The next housing crisis is pending https://t.co/ZhAXC39eIF https://t.co/PqbloWg87E
7,10,424,136,1279,1136,0.32,0.24,0.37,21,140,4,0.19,16,0,0,0,0,0.0,0,0.0,1,0.05,1,0.05,%%%%%%%%%RT @classifiedfact: Being called " Baby " has a positive effect on the female brain, causing instant mental stimulation &amp; stress relief.
11,4,472,725,18163,1606,1.54,0.61,0.29,14,77,5,0.36,11,0,0,0,0,0.0,0,0.0,1,0.07,0,0.0,%%%%%%%%%RT @woooogies: I'm exhausted. I don't want to move from my bed. At all, ever.
7,34,764,2089,23771,1438,2.73,0.73,0.53,11,84,10,0.91,23,0,0,0,0,0.0,0,0.0,1,0.09,0,0.0,%%%%%%%%%RT @AJali96: This breaks my heart, this is just pure evil... https://t.co/9cxRqsXOOE
10,157,250,1022,51886,1395,4.09,0.8,0.18,10,78,7,0.7,23,0,0,0,0,0.0,0,0.0,1,0.1,0,0.0,%%%%%%%%%RT @bromieomies: Tbh, This is the best goof squad ever https://t.co/OtTmm6cnsS
15,160,401,311,2221,2403,0.78,0.44,0.17,3,42,4,1.33,23,0,4,0,0,0.0,0,0.0,0,0.0,1,0.25,%%%%%%%%%Happy Saturday!!!! https://t.co/r2bv1Zio5G
15,33,427,202,23180,1054,0.47,0.32,0.41,21,140,17,0.81,20,0,0,0,0,0.0,0,0.0,1,0.05,0,0.0,%%%%%%%%%RT @UEFAEURO: Former Italy forward Luca Toni: "I should’ve retired four or five years ago, but I just kept scoring ..." https://t.co/uqc0fL…
14,51,11057,11346,47898,487,1.03,0.51,22.7,10,48,1,0.1,6,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,%%%%%%%%%There are over 210 breeds of goats in the world.
15,4,1,85,8790,924,85.0,0.99,0.0,10,140,11,1.1,31,0,0,0,1,0.1,9,0.9,1,0.1,2,0.18,%%%%%%%%%RT @shaneliberty: Sign up now see this #teen #fucked live on #cam for #FREE at https://t.co/9WTr3b0CY4

#model #blonde #fap #sex #sexy http…
8,37,25112,36010,293,643,1.43,0.59,39.05,12,66,3,0.25,16,0,0,0,0,0.0,0,0.0,1,0.08,1,0.08,%%%%%%%%%RT @itsboyschapter: I'm crazy about you damn, wtf did you do to me
12,30,94,463,1794,684,4.93,0.83,0.14,11,98,18,1.64,23,0,0,0,1,0.09,2,0.18,1,0.09,0,0.0,%%%%%%%%%RT @FairyFireNatsu: A Blonde 😍 and A Pinky.... 😆 😝  #NaLu #FairyTail RT https://t.co/jzteqKlRqX
13,24,2341,1513,18770,1636,0.65,0.39,1.43,9,60,3,0.33,16,0,0,0,0,0.0,0,0.0,1,0.11,0,0.0,%%%%%%%%%RT @stansforcarter: That new tattoo made him a bigger savage
10,157,17885,30019,176117,1789,1.68,0.63,10.0,21,126,10,0.48,14,0,0,0,0,0.0,0,0.0,1,0.05,0,0.0,%%%%%%%%%RT @JBCrewdotcom: "We kept it very raw… so it didn't look like anything was being produced." - Scooter Braun on Justin Bieber.
11,16,347,319,9348,1579,0.92,0.48,0.22,13,59,1,0.08,7,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,%%%%%%%%%Already ready for a nap only a few hours prior to waking up
10,4,25,44,135,1799,1.76,0.64,0.01,9,39,3,0.33,8,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,%%%%%%%%%2s at Uxbridge 130/5 off 33. Matt B 47.
11,4,98,76,44,125,0.78,0.44,0.78,4,37,4,1.0,14,0,0,0,0,0.0,0,0.0,1,0.25,0,0.0,%%%%%%%%%RT @bredaniels20: Still.. Don't care.
9,53,125,507,64197,1511,4.06,0.8,0.08,13,112,9,0.69,23,0,0,1,0,0.0,0,0.0,1,0.08,0,0.0,%%%%%%%%%RT @TheIslamicUmmah: Every soul shall taste death. 

Question is.. have you done enough? https://t.co/Ss8e2ccjjR
15,4,481,543,86692,566,1.13,0.53,0.85,12,90,10,0.83,23,0,0,0,0,0.0,0,0.0,1,0.08,0,0.0,%%%%%%%%%RT @tamaracharise: When guys are in my inbox but don't have PayPal https://t.co/k4J9KYV1B3
15,57,127,58,1244,252,0.46,0.31,0.5,26,138,8,0.31,15,0,0,1,0,0.0,0,0.0,1,0.04,0,0.0,%%%%%%%%%@Tom_Chappy_man Aw, that's a shame. :( What do you think of the MD4 dates? Sounds like a lot of people can't make it over the Easter hols.
15,25,108,47,103,215,0.44,0.3,0.5,9,57,6,0.67,14,0,1,6,0,0.0,0,0.0,1,0.11,0,0.0,%%%%%%%%%RT @ChillVibestv: Don't?? lie to me, I'm not stupid! ????
12,118,649,3465,72754,1812,5.34,0.84,0.36,7,54,5,0.71,16,0,0,0,0,0.0,0,0.0,1,0.14,0,0.0,%%%%%%%%%RT @InternallyIost: Real feelings don't just "go away"
11,4,66,19,83,455,0.29,0.22,0.15,7,53,4,0.57,23,0,0,0,1,0.14,0,0.0,0,0.0,0,0.0,%%%%%%%%%Tweet like this and you a hoe https://t.co/2sArSV682o
10,81,1099,3779,2368,2294,3.44,0.77,0.48,16,138,14,0.88,23,0,1,0,0,0.0,1,0.06,1,0.06,0,0.0,%%%%%%%%%Visit on Mother's Day &amp; mom will receive a tasting of sparkling wine, our treat! #TwentyValley @WineCountryOnt https://t.co/HQum7SRSIa
11,30,1035,4453,10820,403,4.3,0.81,2.57,13,118,8,0.62,23,0,0,0,0,0.0,1,0.08,1,0.08,0,0.0,%%%%%%%%%RT @bangsminsoo: part of the "never considered asian" fam but saudi baby 🇸🇦 #PraisinTheAsian https://t.co/TcGha8ck7P
13,4,15,33,14714,73,2.2,0.69,0.21,20,136,4,0.2,11,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,%%%%%%%%%The most unpopular president in France's modern history, Francois Hollande, is preparing the ground for a potential re-election bid. ...
15,24,288,1151,81050,264,4.0,0.8,1.09,5,95,34,6.8,25,0,0,0,0,0.0,2,0.4,1,0.2,0,0.0,%%%%%%%%%RT @1DPostDaily: NOOOOOO WAYYYYYY OMG 😍😍

#MtvSnapGloHoran #MTVMiaw 

https://t.co/ohVKtA0dug
9,158,233,43,15929,2546,0.18,0.16,0.09,12,61,5,0.42,6,0,1,0,0,0.0,0,0.0,0,0.0,0,0.0,%%%%%%%%%I'm kind of hoping Kevin Durant goes to the Spurs. Arms race!
11,27,157,313,38888,882,1.99,0.67,0.18,6,63,9,1.5,23,0,0,0,0,0.0,0,0.0,1,0.17,0,0.0,%%%%%%%%%RT @Whitesbecrazy: I'm crying bruh 😂😂 https://t.co/Du8iOMKnNm
7,93,104,17,663,900,0.16,0.14,0.12,3,47,10,3.33,23,0,0,0,0,0.0,0,0.0,1,0.33,0,0.0,%%%%%%%%%RT @comedyorjoke: truth https://t.co/LRyqJONBWS
11,129,194,145,4693,2431,0.75,0.43,0.08,18,121,9,0.5,23,0,0,0,1,0.06,0,0.0,1,0.06,0,0.0,%%%%%%%%%A not so well known song from Tamasha. Sukhwinder Singh is too good in it as always. https://t.co/4HyHqIukef via @YouTube
6,124,751,1653,5867,1120,2.2,0.69,0.67,8,79,6,0.75,29,0,0,0,1,0.13,0,0.0,0,0.0,0,0.0,%%%%%%%%%The twenty best apps for small-business owners in 2016

https://t.co/NLKWpG4bem
10,154,1655,923,3526,1880,0.56,0.36,0.88,8,80,8,1.0,15,0,1,0,0,0.0,0,0.0,3,0.38,0,0.0,%%%%%%%%%RT @MCFC: Congratulations to @Boro on clinching promotion to the @premierleague!
11,4,554,853,40001,1400,1.54,0.61,0.4,13,144,15,1.15,19,0,0,0,0,0.0,0,0.0,1,0.08,0,0.0,%%%%%%%%%RT @8Fact_Footballl: Premier League: 
Leicester 🏆

Championship: 
Burnley 🏆

League 1: 
Wigan 🏆

League 2:
Northampton 🏆 https://t.co/HOdlv…
12,153,26,52,404,1921,2.0,0.67,0.01,16,113,6,0.38,23,0,0,0,1,0.06,0,0.0,0,0.0,0,0.0,%%%%%%%%%It’s not just your head you need to protect. Gear up with these motorcycle clothing tips: https://t.co/8dZPX8Fa0t
10,34,246,22,2192,283,0.09,0.08,0.87,10,85,5,0.5,21,0,0,0,0,0.0,0,0.0,1,0.1,0,0.0,%%%%%%%%%@BTS_twt eat more , early sleeping💖💖
Tomorrow fighting ,Good night ,my stars.🙆💖🙇
13,4,860,702,12664,1139,0.82,0.45,0.76,13,97,8,0.62,23,0,0,0,1,0.08,0,0.0,1,0.08,1,0.07,%%%%%%%%%RT @Trintsuxxx: When you're at a party and your friend gets too fucked up https://t.co/fvtYL9T5Q0
6,160,293,529,1393,2600,1.81,0.64,0.11,17,139,6,0.35,23,0,0,0,1,0.06,0,0.0,0,0.0,0,0.0,%%%%%%%%%About one-third of individuals arrested or convicted of drunk driving are repeat offenders. Of course a calamity... https://t.co/EBRopdxP7j
14,68,109,41,156,125,0.38,0.27,0.87,22,140,11,0.5,14,0,0,0,0,0.0,1,0.05,2,0.09,0,0.0,%%%%%%%%%RT @aniklovekni: @MrsAnneTwist I want more people to do this
I cut my hair to donate
I want to make someone happy 
#ProudOfHarry   x https:…
11,4,264,288,2450,1673,1.09,0.52,0.16,10,64,2,0.2,16,0,0,0,0,0.0,0,0.0,1,0.1,0,0.0,%%%%%%%%%@AdeleAdjchkawla theyll win tomorow n well lose to west ham weds
10,42,132,353,4436,72,2.67,0.73,1.83,11,84,7,0.64,23,0,0,0,0,0.0,0,0.0,1,0.09,0,0.0,%%%%%%%%%RT @blueforgreen: "You put your arms around me and i'm home" https://t.co/McXxS4dlH3
15,54,808,619,17125,478,0.77,0.43,1.69,7,111,26,3.71,23,0,0,0,0,0.0,2,0.29,1,0.14,0,0.0,%%%%%%%%%RT @RevivalTour: Final rehearsal. Ready for tomorrow. #RevivalTour #RevivalTourTOMORROW https://t.co/YrMYFeDILS
15,81,481,40,1186,15,0.08,0.08,32.07,7,92,20,2.86,23,0,0,0,1,0.14,0,0.0,1,0.14,0,0.0,%%%%%%%%%RT @CarCrashesTV: Car Crash Compilation # 70 https://t.co/Fj21u7BDB0 https://t.co/BYVagXLZX2
12,4,73,6,210,784,0.08,0.08,0.09,14,100,8,0.57,15,0,1,0,0,0.0,0,0.0,2,0.14,0,0.0,%%%%%%%%%RT @MahesMnm: @RacketOfficial Hope kohli will Learn some abt captaincy by standing in front of him.!
12,49,100,210,224,14,2.1,0.68,7.14,3,35,4,1.33,23,0,0,0,1,0.33,0,0.0,0,0.0,0,0.0,%%%%%%%%%mine too 💔 https://t.co/ZbNwnVQmbt
8,4,436,262,1176,929,0.6,0.38,0.47,8,114,22,2.75,23,0,0,0,1,0.13,0,0.0,2,0.25,0,0.0,%%%%%%%%%RT @FantasyLabsMLB: MLB DFS 5/7/16 Slate Breakdown, by @notJDaigle https://t.co/azY3tFrML0 https://t.co/y0lQo6b9p6
12,20,433,871,59895,1137,2.01,0.67,0.38,4,35,3,0.75,11,0,0,0,0,0.0,0,0.0,1,0.25,0,0.0,%%%%%%%%%RT @stenright: Campeonas 3 peat....
8,26,3975,4302,72874,903,1.08,0.52,4.4,5,71,10,2.0,23,0,1,0,0,0.0,1,0.2,0,0.0,0,0.0,%%%%%%%%%Tonight is Amazing! 🔥👏 #PhantasiainTaipeiDay1 https://t.co/kSEJZv3fRr
9,75,745,362,3779,1814,0.49,0.33,0.41,5,61,9,1.8,23,0,0,6,0,0.0,0,0.0,1,0.2,0,0.0,%%%%%%%%%RT @TheyHateDuffy: 50 cent back?????? https://t.co/10K36Hb2JJ
7,77,296,92,1185,1595,0.31,0.24,0.19,8,84,9,1.13,23,0,1,0,2,0.25,0,0.0,0,0.0,0,0.0,%%%%%%%%%📷 Punch up your life with some art! https://t.co/UftGPB9j65 https://t.co/lggUssCWI7
